"","Date","MinTemp","MaxTemp","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"49280",2007-12-19,12.8,21,6.4,0.8,"NE",22,"NE","ENE",7,6,72,54,1018,1015.6,8,8,16.1,20,"No","Yes"
"49281",2007-12-20,12.6,23.1,1.6,2.3,"NNW",30,"N","NW",4,13,97,74,1015.8,1014.1,8,7,15.3,20.4,"Yes","Yes"
"49282",2007-12-21,14.8,29.5,1.8,8.1,"N",41,"NW","NW",6,22,81,48,1012.9,1008.3,2,7,21,28.2,"Yes","Yes"
"49283",2007-12-22,19.9,22,4.4,5.9,"NNW",76,"N","WNW",41,30,92,62,996.5,996.8,8,3,20.6,19.6,"Yes","Yes"
"49284",2007-12-23,9.2,20.4,7.8,10.2,"ENE",39,"N","N",9,20,59,49,1009.5,1009.1,1,7,14.9,18.8,"Yes","No"
"49285",2007-12-24,12.4,24.4,6.2,12.1,"NW",44,"NNW","WNW",7,13,69,43,1012.8,1009.7,6,4,15,22.5,"No","Yes"
"49286",2007-12-25,11.3,21.7,8.2,5.6,"E",41,"SE","NE",11,11,67,52,1020.4,1019.1,8,3,12.4,21,"Yes","No"
"49287",2007-12-26,9.8,26.3,5.2,13,"NNW",41,"W","NNW",6,19,63,35,1023.2,1018,1,1,15.3,23.9,"No","No"
"49288",2007-12-27,14.3,26.7,7.2,7.1,"NNW",65,"N","NNW",7,48,68,64,1017.3,1014.3,7,7,19.8,19,"No","Yes"
"49289",2007-12-28,15.1,28.3,8.8,13.2,"NNW",28,"NNW","NW",6,13,73,44,1016.8,1013.4,1,5,18.3,27.4,"Yes","No"
"49290",2007-12-29,14.4,31.6,6.6,13.6,"NNW",30,"NW","N",6,7,65,30,1017.1,1014.2,0,2,21.5,30.3,"No","No"
"49291",2007-12-30,15.4,35,9.6,13,"E",39,"SSW","ESE",6,22,55,18,1017.4,1015,1,1,23.4,34.3,"No","No"
"49292",2007-12-31,13.8,33.5,11.4,13.6,"NE",31,"SSE","NE",7,9,44,20,1019.2,1015.6,0,1,21.9,32.2,"No","No"
"49293",2008-01-01,13.6,34.2,8.8,12.8,"NNE",35,"ESE","W",2,11,50,20,1015.8,1011.6,7,6,21.9,31.8,"No","No"
"49294",2008-01-02,14.3,35,7.6,10.5,"ESE",41,"ESE","WSW",2,9,43,14,1012.6,1008.7,0,1,23,33.6,"No","No"
"49295",2008-01-03,15.9,23.4,12.6,2.2,"ESE",50,"ESE","ESE",20,24,69,55,1016.8,1016.3,8,7,19.2,22.3,"No","No"
"49296",2008-01-04,16.7,25.3,6.2,12.5,"ESE",46,"ESE","ESE",24,26,56,45,1016.2,1013,6,7,20.3,23.9,"No","No"
"49297",2008-01-05,12.1,27.5,7.4,11.7,"NE",35,"SSE","E",7,15,69,40,1011.8,1007.4,7,2,18.6,26.8,"No","No"
"49298",2008-01-06,14.3,34.1,6.6,10.5,"ENE",39,"W","NNW",6,19,77,34,1006.6,1003.3,1,1,18.9,31.9,"No","No"
"49299",2008-01-07,16.5,33.9,9,12.6,"ENE",39,"E","NW",11,11,60,36,1012.3,1009.5,1,1,20.8,31.3,"No","No"
"49300",2008-01-08,16.5,30.3,10,8.1,"E",46,"E","N",7,9,77,44,1015.7,1013.4,7,1,18.1,28,"No","No"
"49301",2008-01-09,17.5,29.9,6.6,8.8,"E",43,"E","ENE",13,11,74,45,1018.5,1015.9,8,1,19.3,27.9,"No","No"
"49302",2008-01-10,14.7,34.2,6.6,12.8,"NE",33,"WNW","NW",6,11,64,25,1017.8,1013.3,1,1,21.3,32.2,"No","No"
"49303",2008-01-11,17.5,35.8,9.4,13.3,"SSE",57,"NNW","NW",6,19,56,24,1011.8,1006.5,0,1,24.7,34.5,"No","No"
"49304",2008-01-12,20.9,35.7,13.8,6.9,"SW",50,"E","WNW",4,17,61,28,1007.6,1003,7,2,23.6,34,"No","Yes"
"49305",2008-01-13,17,33.8,9,13.5,"WNW",52,"NNW","W",6,24,65,35,1004,1001.8,2,3,23,31.8,"Yes","No"
"49306",2008-01-14,16,22.8,12.4,6,"E",50,"E","ENE",13,19,70,57,1012.3,1012.3,8,6,17,21.6,"No","No"
"49307",2008-01-15,15.4,33.8,5.2,11.1,"W",35,"E","NW",7,15,70,26,1014.2,1009,7,1,18,31.7,"No","No"
"49308",2008-01-16,17.9,33.2,10.4,8.4,"N",59,"N","NNE",15,20,58,62,1008.5,1006.1,6,7,24.5,23.5,"No","Yes"
"49309",2008-01-17,15.2,25.1,6.4,11.6,"E",46,"ESE","ESE",20,28,62,42,1016.8,1015,1,1,17.1,23.9,"Yes","No"
"49310",2008-01-18,15.1,20.4,9.6,0.1,"ESE",39,"ESE","ESE",17,19,63,55,1017.5,1015.8,8,8,17.8,19.4,"No","Yes"
"49311",2008-01-19,15.3,19.6,5,0,"NE",33,"SSE","NNE",9,13,92,88,1008.7,1006,8,8,18,18.6,"Yes","Yes"
"49312",2008-01-20,17.2,24.7,1.4,8.1,"NW",50,"NW","WNW",19,28,80,71,1004.9,1004,7,8,19.4,21.9,"Yes","No"
"49313",2008-01-21,15.9,19.9,5.6,1.6,"E",48,"SSE","ESE",17,22,73,58,1011.4,1012.1,8,7,17.4,18.6,"No","No"
"49314",2008-01-22,10,22.5,4.4,11.6,"E",33,"SE","S",11,7,55,46,1018.7,1016.8,1,2,14.7,22.2,"No","No"
"49315",2008-01-23,9.9,24.4,5.8,10.8,"NE",28,"SE","E",7,7,60,38,1021.6,1019.2,1,4,16.2,22.7,"No","No"
"49316",2008-01-24,10.3,27.8,6.4,9.9,"ENE",35,"SE","NE",6,11,64,29,1021.3,1018.1,3,6,17,26.3,"No","No"
"49317",2008-01-25,15.4,25.7,6.8,8.2,"E",41,"E","NE",9,17,67,32,1020.1,1016.9,7,7,17.6,24.6,"No","No"
"49318",2008-01-26,12.7,28.8,7.4,9,"NNE",28,"NW","SSW",4,7,70,28,1016.5,1012.4,1,5,18.3,28.3,"No","No"
"49319",2008-01-27,13.2,31.3,6.6,11.6,"WSW",46,"N","WNW",4,26,71,28,1013.1,1009.5,1,4,19.7,30.7,"No","No"
"49320",2008-01-28,15.3,33.2,9.4,13.2,"NNW",44,"NNE","NW",4,24,60,18,1013.9,1012,0,1,22.4,32.1,"No","No"
"49321",2008-01-29,17.9,33.9,10.4,11.8,"ENE",46,"S","W",6,11,72,22,1017.4,1014.6,1,1,19.8,32.3,"No","No"
"49322",2008-01-30,18,34.9,9.2,9.9,"NW",69,"N","W",6,13,68,29,1018,1013.7,1,6,22.2,33.1,"No","Yes"
"49323",2008-01-31,17.6,27.8,10.2,3.6,"ESE",39,"N","NNW",13,13,66,49,1014.6,1012.8,7,8,21.4,26.3,"Yes","Yes"
"49324",2008-02-01,16,23.8,5.4,6.2,"SSE",30,"SE","ESE",11,11,73,49,1018.9,1017.1,8,7,16.5,22.9,"Yes","No"
"49325",2008-02-02,14.9,28.8,5.8,8.1,"NNE",30,"SSE","NNE",7,11,71,44,1018.2,1014.5,7,2,19.1,27,"No","No"
"49326",2008-02-03,17.1,29.6,5.8,9.2,"E",48,"SE","ESE",9,17,67,38,1016.7,1012.8,6,7,21.7,29.1,"No","Yes"
"49327",2008-02-04,18.2,22.6,8,0,"ENE",33,"SSE","ENE",7,13,92,76,1014.4,1011.5,8,8,18.5,22.1,"Yes","Yes"
"49328",2008-02-05,16.8,22.8,2.8,0.3,"ESE",30,"S","SSE",7,11,88,71,1010,1007.8,8,8,18.4,21.5,"Yes","No"
"49329",2008-02-06,13.6,27.4,2.8,8,"W",52,"NW","WNW",6,24,77,41,1002.1,997.5,4,7,18.7,26.5,"No","No"
"49330",2008-02-07,14.5,24.2,6.8,5.9,"SSW",61,"N","NNW",11,20,76,76,999.4,998.9,7,7,17.9,20.3,"No","Yes"
"49331",2008-02-08,12.4,19.9,5.4,5.6,"ENE",41,"ESE","ESE",7,20,75,58,1007.6,1005,7,7,13.6,18.7,"Yes","No"
"49332",2008-02-09,10.4,20.9,4,8.9,"SSE",33,"S","S",15,17,65,51,1007.7,1006.8,6,6,13.8,18.7,"No","No"
"49333",2008-02-10,9.1,23.1,5.8,9.6,"ENE",41,"SSE","W",17,13,66,37,1013.6,1011.4,1,7,14,21.4,"No","No"
"49334",2008-02-11,8.9,26,5,10.7,"NE",31,"SE","NE",7,13,74,34,1016.1,1011.7,1,5,14.6,24.2,"No","Yes"
"49335",2008-02-12,14.5,24.2,6.6,5.9,"W",48,"NNW","WNW",9,17,95,60,1010.8,1006.8,8,5,15.8,22.6,"Yes","Yes"
"49336",2008-02-13,12.6,18.2,3.2,0.4,"ENE",30,"SSE","SSE",13,15,81,73,1010,1011,7,8,16.3,16.8,"Yes","No"
"49337",2008-02-14,8.6,24.2,2.8,12.7,"E",33,"S","SE",11,9,63,37,1017.5,1015.1,1,1,13.7,22,"No","No"
"49338",2008-02-15,10.8,25.2,5.6,12.6,"ENE",35,"SE","E",7,7,69,32,1020.2,1016.7,1,1,15,24.3,"No","No"
"49339",2008-02-16,11.2,26.1,7.2,12.6,"ENE",39,"SE","E",7,19,71,40,1022.9,1020,1,1,15.3,24.7,"No","No"
"49340",2008-02-17,12.1,24.1,7.4,10.2,"ENE",46,"ESE","NNE",9,13,64,46,1025.2,1021.4,7,1,15.4,22.5,"No","No"
"49341",2008-02-18,10.8,25.8,6.8,11.7,"E",31,"S","NNE",7,11,72,42,1021.3,1017.4,5,4,17.2,24.1,"No","No"
"49342",2008-02-19,11.4,27.1,5.6,12.1,"NE",33,"ESE","SE",6,15,69,38,1017.6,1012.8,1,2,16.9,26.1,"No","No"
"49343",2008-02-20,12,28.9,7.2,8.2,"ESE",39,"SSE","WNW",2,9,78,31,1012.2,1009.1,2,7,17.4,28.6,"No","Yes"
"49344",2008-02-21,16.3,24.8,7.8,3.8,"S",50,"NNW","N",4,7,88,56,1011.8,1008.4,7,7,17.5,24,"Yes","Yes"
"49345",2008-02-22,12.7,28.6,3.2,8.6,"W",50,NA,"W",NA,28,78,42,1008.3,1002.3,5,5,16.5,27.4,"Yes","No"
"49346",2008-02-23,12.7,25.1,7.8,12.4,"NW",46,"WNW","WNW",20,26,57,32,1007.4,1005.4,1,1,15.7,24.5,"No","No"
"49347",2008-02-24,12,23.8,10.4,12.4,"NW",44,"NW","WNW",15,30,54,34,1007.9,1007.2,0,1,15.1,22.9,"No","No"
"49348",2008-02-25,11.5,25.9,5.2,10.2,"ENE",44,"ENE","WSW",9,7,70,35,1016.4,1014.3,6,2,15.8,24.3,"No","No"
"49349",2008-02-26,13,28.2,5,11.6,"NW",44,"WSW","NW",4,17,74,27,1017.6,1014.4,3,6,17.4,27,"No","No"
"49350",2008-02-27,11.7,27.6,7.8,8.1,"W",48,NA,"W",NA,30,74,25,1013.6,1009.1,2,6,17.6,26.8,"No","No"
"49351",2008-02-28,14.8,17.3,7.6,0.8,"SSE",48,"S","SE",13,13,74,78,1010,1009.9,7,7,15.7,15.3,"No","Yes"
"49352",2008-02-29,7.7,18.4,5.2,12,"S",48,"S","S",24,17,58,34,1015.5,1014.5,5,1,10.6,16.8,"Yes","No"
"49353",2008-03-01,4.4,21.8,6.2,12.1,"S",35,"SSE","SSE",15,15,60,31,1020.8,1019.3,1,1,11.7,20,"No","No"
"49354",2008-03-02,7.4,24.4,6.2,11.6,"E",35,"ESE","WNW",7,11,65,37,1026.3,1023.2,0,2,12.2,22.1,"No","No"
"49355",2008-03-03,8.3,27.3,5.6,10.1,"E",35,"ESE","WNW",6,9,78,28,1025.4,1020.4,1,1,13.8,25.5,"No","No"
"49356",2008-03-04,10.1,28.2,6,7.3,"ESE",39,"SSE","WNW",6,7,72,28,1021.1,1018.2,1,7,15.6,27,"No","No"
"49357",2008-03-05,12,27.6,6,11,"E",46,"SSE","WSW",7,6,69,35,1025.5,1022.2,1,1,15.7,26.2,"No","No"
"49358",2008-03-06,12.9,31.8,6,11.3,"WSW",41,"NNW","NNE",6,9,76,24,1023.9,1019.3,2,3,17.4,30,"No","No"
"49359",2008-03-07,10.8,29.2,8.4,7.5,"E",50,NA,"ENE",NA,9,56,34,1021.6,1017.7,0,7,17.5,27.7,"No","Yes"
"49360",2008-03-08,9.5,27.4,4.8,11.5,"NNW",24,"SSE","NNW",6,9,79,39,1024.7,1020.7,1,7,14,24.9,"Yes","No"
"49361",2008-03-09,12.1,27.8,5,11.5,"E",41,"SE","NNE",7,11,66,33,1024.8,1023.1,0,1,17.8,27,"No","No"
"49362",2008-03-10,12.5,31.7,6.6,11.2,"WNW",24,"ENE","W",6,9,74,28,1024.9,1020.4,1,1,17.2,30.1,"No","No"
"49363",2008-03-11,13.9,34.7,6.4,8.5,"SSW",46,"SE","ENE",11,7,50,18,1022.8,1019.3,0,3,20.2,32.7,"No","No"
"49364",2008-03-12,13.3,31.7,7.8,11,"WNW",44,"ESE","WSW",6,28,80,23,1021.6,1017.6,2,5,17.5,30.7,"No","No"
"49365",2008-03-13,13.2,33.1,8.6,9.7,"ENE",39,"SE","NNW",7,7,91,18,1020.9,1017.7,7,1,16.1,31.7,"No","No"
"49366",2008-03-14,12.3,33.8,7.2,11.3,"W",22,"SE","W",9,13,57,15,1022.6,1019.1,0,1,17.9,32.7,"No","No"
"49367",2008-03-15,13.8,35.2,6.4,11.2,"SE",48,"SE","ESE",7,4,47,15,1022.5,1019.3,5,2,21.4,34.1,"No","No"
"49368",2008-03-16,11.3,32.3,9.4,11.4,"NE",28,"ENE","WNW",4,6,44,17,1024.3,1020.7,5,2,18.2,30.5,"No","No"
"49369",2008-03-17,11.7,30.2,7.8,11.2,"NE",33,"ESE","NNW",9,13,73,22,1024.3,1020.6,1,0,17.7,28.8,"No","No"
"49370",2008-03-18,12.5,29.9,5.8,10.7,"NW",43,NA,"WNW",0,19,76,30,1022.7,1018.8,0,1,16.8,29.2,"No","No"
"49371",2008-03-19,15.1,26.2,9,9.8,"NE",31,"SE","NNE",4,15,59,48,1022.1,1018.7,1,4,19.7,24.5,"No","No"
"49372",2008-03-20,11.5,29.3,5.2,8,"NW",46,NA,"WSW",0,26,76,35,1013.8,1009.4,7,7,17.1,27.6,"No","No"
"49373",2008-03-21,13,14.8,8.2,0,"SE",30,"ESE","ESE",9,17,77,62,1017.4,1019.3,7,8,13.3,13.9,"No","No"
"49374",2008-03-22,11.6,19.6,2.8,1.6,"E",33,"SE","ESE",6,17,71,64,1023.6,1021.8,7,8,14,17.9,"No","No"
"49375",2008-03-23,12.8,24.9,2.4,6.2,"ENE",30,"NNW","SW",6,7,76,44,1023.2,1019.3,7,6,15.5,24.2,"No","No"
"49376",2008-03-24,15.5,22.4,4.8,1.9,"NW",28,"SSE","WNW",6,19,89,68,1018.7,1015.4,8,7,17.1,21.1,"No","Yes"
"49377",2008-03-25,13.1,17.4,2.8,0,"NNW",43,"N","N",11,20,94,93,1010.2,1006.5,8,8,16.4,16.6,"Yes","Yes"
"49378",2008-03-26,12.6,20.2,2.6,9.1,"W",46,"NNW","W",17,20,76,50,1007.9,1008.4,5,4,15.1,17.4,"Yes","No"
"49379",2008-03-27,4.4,18.3,4.6,9.6,"N",33,"SE","N",7,17,80,36,1014.8,1012.6,1,2,8.4,17.4,"No","No"
"49380",2008-03-28,4.4,18.2,3.6,11,"W",31,"SE","WNW",7,19,78,35,1017.4,1015,1,3,9.2,17.2,"No","No"
"49381",2008-03-29,7.1,18.5,3.4,10,"NW",57,"N","NW",9,22,90,30,1015.1,1011.3,6,6,8.8,18.2,"No","No"
"49382",2008-03-30,4.2,18.9,6.4,10.8,"WNW",50,"WSW","WNW",6,31,60,34,1011.2,1009.3,3,2,11.2,18.1,"No","No"
"49383",2008-03-31,9.6,18.8,6.4,10,"WNW",57,"NW","W",19,26,54,42,1012.7,1013,2,5,13.1,16.5,"No","No"
"49384",2008-04-01,3.5,21.8,6,10.3,"NNW",22,"ESE","WNW",7,11,72,34,1023.9,1021.2,0,1,8.7,21.2,"No","No"
"49385",2008-04-02,5.3,23.3,3.6,5.6,"NNW",83,"SSW","NW",2,37,90,26,1018,1010.5,1,8,9.5,22.5,"No","Yes"
"49386",2008-04-03,7,14.3,9.6,9.7,"WNW",63,"NW","W",26,33,68,40,1010.3,1012.7,1,3,9.1,13.7,"Yes","No"
"49387",2008-04-04,0.4,18.9,4.8,9.6,"N",22,"NW","WSW",6,7,77,33,1021.2,1019.1,0,1,5.2,17.6,"No","No"
"49388",2008-04-05,3.2,21.4,3.2,10.6,"E",26,"SE","NNW",7,7,76,27,1025.2,1022.3,0,1,8.2,20.5,"No","No"
"49389",2008-04-06,5.9,21.8,2.8,9.3,"E",35,"SSW","NNW",7,11,70,35,1028,1024.1,1,5,12.9,20.8,"No","No"
"49390",2008-04-07,8.1,20.5,3.8,7.8,"ENE",31,"ESE","ENE",11,11,66,48,1027.8,1024,1,5,14.9,19.5,"No","No"
"49391",2008-04-08,6.9,18.9,4.2,4.1,"ESE",39,"SSE","SE",15,9,68,45,1028.2,1025.4,5,4,13.8,17.8,"No","No"
"49392",2008-04-09,5.6,19.5,2.8,6.8,"SW",17,"S","WNW",9,6,69,49,1025.7,1021.8,6,4,14.3,18.6,"No","No"
"49393",2008-04-10,7.2,22.9,2.2,9.5,"E",26,"NNW","N",4,6,82,28,1023.1,1019.2,1,1,14,22.2,"No","No"
"49394",2008-04-11,7.1,23.4,3.4,10.2,"ESE",39,"SE","WSW",2,7,72,29,1021,1016.9,0,1,12.7,22.4,"No","No"
"49395",2008-04-12,6.1,24.1,4.6,6.1,"WNW",35,"SSW","WNW",6,11,75,32,1019.2,1015.8,7,3,11.5,23.7,"No","Yes"
"49396",2008-04-13,7.1,19.8,3.2,7.7,"W",39,"SSE","NW",13,15,96,56,1018.4,1013.8,5,2,10.7,19.1,"Yes","Yes"
"49397",2008-04-14,5.6,18,3.8,9.3,"S",31,"SSE","SSE",9,20,70,40,1020.8,1019.6,1,1,12.4,17.9,"Yes","No"
"49398",2008-04-15,5.4,20.7,3.2,10.8,"SSE",28,"SSE","S",7,9,66,36,1027.2,1023.9,1,2,12.3,20.4,"No","No"
"49399",2008-04-16,6.3,19.3,3.4,10.6,"S",31,"S","SE",9,13,65,39,1027.9,1024.4,1,1,12.6,18.8,"No","No"
"49400",2008-04-17,5.3,21,4.6,6.3,"WNW",26,"SSW","NW",7,7,77,44,1027.2,1023.3,7,2,12,20.4,"No","No"
"49401",2008-04-18,7.9,19.7,3.2,8.3,"ESE",48,"SSE","ENE",17,11,58,43,1027.3,1024.1,3,6,14,19.1,"No","No"
"49402",2008-04-19,8.4,16.1,3,4.9,"SE",35,"SE","ESE",13,22,69,51,1029.5,1027.4,6,7,13.6,15.2,"No","No"
"49403",2008-04-20,8.1,18.7,4.4,7.1,"ESE",33,"SSE","ESE",11,30,66,65,1028.2,1024.2,4,7,13.5,15.6,"No","No"
"49404",2008-04-21,2.4,20.6,2.8,10.1,"E",30,"SE","SSE",9,7,77,34,1024.8,1021,1,2,10.6,19.8,"No","No"
"49405",2008-04-22,5.6,18.9,3.8,8,"SE",33,"SSE","E",13,22,79,49,1025.8,1023.5,7,6,12.5,17.7,"No","No"
"49406",2008-04-23,7.5,19,4,6.8,"ENE",26,NA,"ESE",0,7,74,43,1025.5,1022.2,6,5,12.6,18.1,"No","No"
"49407",2008-04-24,2.5,21.2,2,7.9,"NE",28,"ESE","NE",7,9,82,55,1023.7,1019.8,4,4,9.2,17.6,"No","No"
"49408",2008-04-25,5,20.9,2,8.9,"WNW",22,NA,"NW",0,7,84,42,1019.9,1014.3,7,6,10.1,20.6,"No","No"
"49409",2008-04-26,3.8,21.7,2.8,6.5,"NW",44,"ESE","WNW",2,20,99,34,1011.9,1006.7,7,7,7.9,20.2,"No","No"
"49410",2008-04-27,7.9,18.7,5.8,5.8,"NW",59,"NNW","NW",26,31,68,51,1003.2,997.7,6,6,14.4,16.6,"No","Yes"
"49411",2008-04-28,4.3,11.3,4.4,5.6,"W",57,"WNW","WNW",26,22,75,60,1006.3,1008.1,3,6,7.1,8.8,"Yes","No"
